,round_number,grant_number,grant_value,grant_clarity,grant_legitimacy,grant_difficulty,grant_is_unsafe,reviewer_1,reviewer_1_social,reviewer_1_ability,reviewer_1_recognition,reviewer_1_engagement,reviewer_1_satisfaction,reviewer_1_total_paid,reviewer_1_trust_level,reviewer_1_correct,reviewer_2,reviewer_2_social,reviewer_2_ability,reviewer_2_recognition,reviewer_2_engagement,reviewer_2_satisfaction,reviewer_2_total_paid,reviewer_2_trust_level,reviewer_2_correct,reviewer_3,reviewer_3_social,reviewer_3_ability,reviewer_3_recognition,reviewer_3_engagement,reviewer_3_satisfaction,reviewer_3_total_paid,reviewer_3_trust_level,reviewer_3_correct,reviewer_1_score,reviewer_2_score,reviewer_3_score,aggregate_score,discussed
18,0.0,19.0,0.6,0.6,0.7,0.19999999999999996,0.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.8999999999999998,800.0,2.0,1.0,48.0,0.5,0.9999999999999999,0.5,0.5,0.8699999999999998,800.0,2.0,1.0,46.0,0.4,0.8999999999999999,0.4,0.4,0.8499999999999998,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
19,0.0,20.0,0.7,0.7,0.8,0.20000000000000018,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9699999999999998,800.0,2.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9599999999999997,800.0,2.0,1.0,40.0,0.7,0.5,0.2,0.2,0.8999999999999999,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20,0.0,21.0,0.8,0.8,0.4,0.8,1.0,45.0,0.7,0.7999999999999999,0.7,0.7,0.21999999999999967,1000.0,3.0,0.0,32.0,0.4,0.8999999999999999,0.4,0.4,0.8399999999999997,800.0,2.0,0.0,3.0,0.4,0.7999999999999999,0.4,0.4,0.9099999999999998,800.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
21,0.0,22.0,0.4,0.4,0.5,0.19999999999999996,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9999999999999999,500.0,1.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,1.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0.0,23.0,0.5,0.5,0.5,0.5,0.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9299999999999997,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9099999999999998,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.0,24.0,0.5,0.5,0.4,0.19999999999999996,0.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9099999999999998,800.0,2.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9899999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24,0.0,25.0,0.4,0.4,0.5,0.19999999999999996,0.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9099999999999997,800.0,2.0,1.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9999999999999999,500.0,1.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.8699999999999998,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.0,26.0,0.5,0.5,0.3,0.4,0.0,35.0,0.6,0.8999999999999999,0.5,0.5,0.7899999999999998,800.0,2.0,0.0,27.0,0.8,0.7999999999999999,0.2,0.2,0.9799999999999998,800.0,2.0,0.0,4.0,0.6,0.7,0.5,0.5,0.9899999999999998,800.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
26,0.0,27.0,0.3,0.3,0.6,0.6,0.0,17.0,0.2,0.6,0.7,0.5,0.9399999999999997,800.0,2.0,1.0,34.0,0.5,0.7999999999999999,0.7,0.5,0.6399999999999998,800.0,2.0,1.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.8999999999999997,800.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
27,0.0,28.0,0.6,0.6,0.5,0.19999999999999996,1.0,7.0,0.6,0.6,0.2,0.7,0.9499999999999997,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9999999999999999,500.0,1.0,1.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0.0,29.0,0.5,0.5,0.5,0.5,0.0,5.0,0.5,1.0,0.5,0.5,0.9599999999999997,800.0,2.0,1.0,29.0,0.5,0.7,0.5,0.5,0.9599999999999997,800.0,2.0,1.0,29.0,0.5,0.7,0.5,0.5,0.9599999999999997,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0.0,30.0,0.5,0.5,0.6,0.19999999999999996,0.0,48.0,0.5,0.9999999999999999,0.5,0.5,0.9799999999999996,800.0,2.0,1.0,46.0,0.4,0.9999999999999999,0.4,0.4,0.8899999999999997,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9999999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,0.0,31.0,0.6,0.6,0.7,0.19999999999999996,0.0,40.0,0.7,0.7,0.2,0.2,0.9099999999999998,800.0,2.0,0.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9399999999999997,800.0,2.0,1.0,7.0,0.6,0.7,0.2,0.7,0.9499999999999997,800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,32.0,0.7,0.7,0.8,0.20000000000000018,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9999999999999999,500.0,1.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,1.0,500.0,1.0,1.0,20.0,0.5,0.8999999999999999,0.8,0.2,0.6999999999999997,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0.0,33.0,0.8,0.8,0.4,0.8,0.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.9299999999999997,800.0,2.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,50.0,0.8,0.9,0.8,0.6,0.0999999999999997,1000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
33,0.0,34.0,0.4,0.4,0.5,0.19999999999999996,0.0,13.0,0.4,0.9999999999999999,0.5,0.5,0.9899999999999997,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9899999999999999,500.0,1.0,1.0,39.0,0.1,1.0,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0.0,35.0,0.5,0.5,0.5,0.5,0.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.8899999999999997,800.0,2.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,48.0,0.5,0.9999999999999999,0.5,0.5,0.9499999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.0,36.0,0.5,0.5,0.4,0.19999999999999996,0.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9499999999999996,800.0,2.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9799999999999996,800.0,2.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9899999999999997,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0.0,37.0,0.4,0.4,0.5,0.19999999999999996,0.0,28.0,0.4,0.9999999999999999,0.4,0.7,0.9699999999999996,800.0,2.0,1.0,45.0,0.7,0.8999999999999999,0.7,0.7,0.08999999999999962,1000.0,3.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9799999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
37,0.0,38.0,0.5,0.5,0.3,0.4,0.0,12.0,0.2,0.9999999999999999,0.7,0.8,0.9599999999999997,800.0,2.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.8099999999999997,800.0,2.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9799999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
38,0.0,39.0,0.3,0.3,0.6,0.6,0.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999996,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9399999999999996,800.0,2.0,1.0,35.0,0.6,0.9999999999999999,0.5,0.5,0.8899999999999997,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.0,40.0,0.6,0.6,0.5,0.19999999999999996,0.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999996,800.0,2.0,1.0,47.0,0.5,0.9999999999999999,0.5,0.5,0.9699999999999996,800.0,2.0,1.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.8999999999999997,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
40,0.0,41.0,0.5,0.5,0.5,0.5,0.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.8199999999999996,800.0,2.0,1.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9999999999999999,500.0,1.0,1.0,45.0,0.7,0.9999999999999999,0.7,0.7,0.09999999999999963,1000.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.0,42.0,0.5,0.5,0.6,0.19999999999999996,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9899999999999999,500.0,1.0,1.0,40.0,0.7,0.7999999999999999,0.2,0.2,0.9499999999999997,800.0,2.0,1.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.9799999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.0,43.0,0.6,0.6,0.7,0.19999999999999996,0.0,27.0,0.8,0.9999999999999999,0.2,0.2,0.9699999999999996,800.0,2.0,1.0,50.0,0.8,1.0,0.8,0.6,0.07999999999999972,1000.0,3.0,1.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9899999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
43,0.0,44.0,0.7,0.7,0.8,0.20000000000000018,0.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9399999999999996,800.0,2.0,1.0,45.0,0.7,0.9999999999999999,0.7,0.7,0.13999999999999962,1000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
44,0.0,45.0,0.8,0.8,0.4,0.8,0.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9299999999999996,800.0,2.0,1.0,40.0,0.7,0.8999999999999999,0.2,0.2,0.9499999999999997,800.0,2.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9899999999999999,500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
45,0.0,46.0,0.4,0.4,0.5,0.19999999999999996,0.0,6.0,0.1,0.9999999999999999,0.1,0.1,1.0,500.0,1.0,1.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9399999999999996,800.0,2.0,1.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9999999999999997,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
46,0.0,47.0,0.5,0.5,0.5,0.5,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9899999999999999,500.0,1.0,1.0,7.0,0.6,0.8999999999999999,0.2,0.7,0.8899999999999997,800.0,2.0,1.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9999999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,0.0,48.0,0.5,0.4,0.4,0.19999999999999996,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9799999999999999,500.0,1.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9199999999999996,800.0,2.0,1.0,50.0,0.8,1.0,0.8,0.6,0.18999999999999972,1000.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.0,49.0,0.4,0.5,0.5,0.19999999999999996,0.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9799999999999996,800.0,2.0,1.0,28.0,0.4,0.9999999999999999,0.4,0.7,0.9099999999999996,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9199999999999997,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
49,0.0,50.0,0.5,0.3,0.3,0.4,0.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9899999999999999,500.0,1.0,1.0,47.0,0.5,0.9999999999999999,0.5,0.5,0.9399999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.0,51.0,0.3,0.4,0.6,0.6,0.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9899999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,0.0,52.0,0.6,0.5,0.5,0.19999999999999996,0.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9799999999999999,500.0,1.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.9699999999999996,800.0,2.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
52,0.0,53.0,0.5,0.3,0.5,0.4,0.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.8599999999999995,800.0,2.0,1.0,4.0,0.6,0.8999999999999999,0.5,0.5,0.9199999999999996,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9799999999999996,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
53,0.0,54.0,0.5,0.6,0.6,0.19999999999999996,0.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9899999999999995,800.0,2.0,1.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9599999999999996,800.0,2.0,1.0,50.0,0.8,1.0,0.8,0.6,0.16999999999999968,1000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
54,0.0,55.0,0.6,0.5,0.7,0.3999999999999999,0.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9799999999999999,500.0,1.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9499999999999995,800.0,2.0,1.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0.0,56.0,0.7,0.5,0.8,0.6000000000000001,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9799999999999999,500.0,1.0,1.0,39.0,0.1,1.0,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
56,0.0,57.0,0.8,0.6,0.4,0.8,0.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9799999999999999,500.0,1.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.9199999999999996,800.0,2.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.9099999999999996,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
57,0.0,58.0,0.4,0.7,0.5,0.5999999999999999,0.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9599999999999995,800.0,2.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9799999999999995,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9899999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
58,0.0,59.0,0.5,0.8,0.5,0.6000000000000001,0.0,46.0,0.4,0.9999999999999999,0.4,0.4,0.9499999999999995,800.0,2.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9999999999999996,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
59,0.0,60.0,0.4,0.4,0.4,0.4,0.0,47.0,0.5,0.9999999999999999,0.5,0.5,0.9599999999999995,800.0,2.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9699999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.0,61.0,0.5,0.5,0.5,0.5,0.0,45.0,0.7,0.9999999999999999,0.7,0.7,0.08999999999999965,1000.0,3.0,1.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9199999999999996,800.0,2.0,1.0,39.0,0.1,1.0,0.1,0.1,0.9899999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
61,0.0,62.0,0.3,0.5,0.3,0.4,0.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9099999999999995,800.0,2.0,1.0,45.0,0.7,0.9999999999999999,0.7,0.7,0.16999999999999965,1000.0,3.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9699999999999994,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
62,0.0,63.0,0.6,0.4,0.6,0.3999999999999999,0.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9399999999999995,800.0,2.0,1.0,7.0,0.6,0.9999999999999999,0.2,0.7,0.9099999999999996,800.0,2.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9099999999999995,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.0,64.0,0.5,0.5,0.5,0.5,0.0,28.0,0.4,0.9999999999999999,0.4,0.7,0.9399999999999995,800.0,2.0,1.0,29.0,0.5,0.9999999999999999,0.5,0.5,0.9799999999999995,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9199999999999995,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
64,0.0,65.0,0.5,0.3,0.5,0.4,0.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9999999999999994,800.0,2.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9999999999999994,800.0,2.0,1.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9899999999999995,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
65,0.0,66.0,0.6,0.6,0.6,0.6,0.0,45.0,0.7,0.9999999999999999,0.7,0.7,0.1899999999999996,1000.0,3.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.9399999999999995,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.8999999999999995,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
66,0.0,67.0,0.7,0.5,0.7,0.3999999999999999,0.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9599999999999994,800.0,2.0,1.0,17.0,0.2,0.9999999999999999,0.7,0.5,0.8799999999999994,800.0,2.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9999999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
67,0.0,68.0,0.8,0.5,0.8,0.6000000000000001,0.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9199999999999996,800.0,2.0,1.0,28.0,0.4,0.9999999999999999,0.4,0.7,0.8799999999999994,800.0,2.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9499999999999994,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
68,0.0,69.0,0.4,0.6,0.4,0.3999999999999999,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9799999999999999,500.0,1.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9699999999999994,800.0,2.0,1.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9799999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,0.0,70.0,0.5,0.7,0.5,0.3999999999999999,0.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9699999999999999,500.0,1.0,1.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9699999999999999,500.0,1.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9199999999999994,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
